Date,SPY,UPDOWN,MONTH
44103,332.37,-0.544600377,
44104,334.89,0.758191172,
44105,337.04,0.642001851,10
44106,333.84,-0.949442203,
44109,339.76,1.773304577,
44110,334.93,-1.421591712,
44111,340.76,1.740662228,
44112,343.78,0.886254255,
44113,346.85,0.893012973,
44116,352.43,1.608764596,
44117,350.13,-0.652611866,
44118,347.93,-0.628338046,
44119,347.5,-0.123588078,
44120,347.29,-0.060431655,
44123,342.01,-1.520343229,
44124,343.38,0.400573083,
44125,342.73,-0.189294659,
44126,344.61,0.548536749,
44127,345.78,0.339514233,
44130,339.39,-1.847995836,
44131,338.22,-0.344736144,
44132,326.66,-3.417893679,
44133,329.98,1.016347272,
44134,326.54,-1.042487423,
44137,330.2,1.120842776,11
44138,336.03,1.765596608,
44139,343.54,2.234919501,
44140,350.24,1.950282354,
44141,350.16,-0.02284148,
44144,354.56,1.256568426,
44145,354.04,-0.14666065,
44146,356.67,0.742853915,
44147,353.21,-0.970084392,
44148,358.1,1.384445514,
44151,362.57,1.248254677,
44152,360.62,-0.537827178,
44153,356.28,-1.203482891,
44154,357.78,0.421017178,
44155,355.33,-0.684778355,
44158,357.46,0.599442772,
44159,363.22,1.611369104,
44160,362.66,-0.154176532,
44162,363.67,0.278497767,
44165,362.06,-0.442709049,
44166,366.02,1.093741369,12
44167,366.79,0.210371018,
44168,366.69,-0.027263557,
44169,369.85,0.861763342,
44172,369.09,-0.205488712,
44173,370.17,0.292611558,
44174,366.85,-0.896885215,
44175,366.73,-0.032710917,
44176,366.3,-0.117252475,
44179,364.66,-0.447720448,
44180,369.59,1.351944277,
44181,370.17,0.156930653,
44182,372.24,0.559202529,
44183,369.18,-0.82205029,
44186,367.86,-0.357549163,
44187,367.24,-0.16854238,
44188,367.57,0.089859492,
44189,369,0.389041543,
44193,372.17,0.859078591,
44194,371.46,-0.190773034,
44195,371.99,0.142680235,
44196,373.88,0.508078174,
44200,368.79,-1.361399379,1
44201,371.33,0.688738849,
44202,373.55,0.597850968,
44203,379.1,1.48574488,
44204,381.26,0.569770509,
44207,378.69,-0.67408068,
44208,378.77,0.021125459,
44209,379.79,0.269292711,
44210,378.46,-0.350193528,
44211,375.7,-0.729271257,
44215,378.65,0.785200958,
44216,383.89,1.383863726,
44217,384.24,0.09117195,
44218,382.88,-0.353945451,
44221,384.39,0.39437944,
44222,383.79,-0.15609147,
44223,374.41,-2.44404492,
44224,377.63,0.860019764,
44225,370.07,-2.00195959,
44228,376.23,1.66454995,2
44229,381.55,1.414028653,
44230,381.85,0.078626654,
44231,386.19,1.136571952,
44232,387.71,0.393588648,
44235,390.51,0.722189265,
44236,390.25,-0.066579601,
44237,390.08,-0.043561819,
44238,390.71,0.161505332,
44239,392.64,0.493972512,
44243,392.3,-0.086593317,
44244,392.39,0.022941626,
44245,390.72,-0.425596983,
44246,390.03,-0.176597052,
44249,387.03,-0.769171602,
44250,387.5,0.121437615,
44251,391.77,1.101935484,
44252,382.33,-2.409577048,
44253,380.36,-0.515261685,
44256,389.58,2.42401935,3
44257,386.54,-0.780327532,
44258,381.42,-1.324571843,
44259,376.7,-1.237480992,
44260,383.63,1.839660207,
44263,381.72,-0.497875557,
44264,387.17,1.427748088,
44265,389.58,0.622465584,
44266,393.53,1.013912419,
44267,394.06,0.134678424,
44270,396.41,0.596355885,
44271,395.91,-0.126132035,
44272,397.26,0.340986588,
44273,391.48,-1.454966521,
44274,389.48,-0.510881782,
44277,392.59,0.798500565,
44278,389.5,-0.787080669,
44279,387.52,-0.508344031,
44280,389.7,0.56255161,
44281,395.98,1.611496023,
44284,395.78,-0.050507601,
44285,394.73,-0.265298903,
44286,396.33,0.405340359,
44287,400.61,1.079908157,4
44291,406.36,1.43531115,
44292,406.12,-0.059060931,
44293,406.59,0.115729341,
44294,408.52,0.474679653,
44295,411.49,0.727014589,
44298,411.64,0.036452891,
44299,412.86,0.296375474,
44300,411.45,-0.341520128,
44301,415.87,1.074249605,
44302,417.26,0.334239065,
44305,415.21,-0.491300388,
44306,412.17,-0.73215963,
44307,416.07,0.946211515,
44308,412.27,-0.913307857,
44309,416.74,1.08424091,
44312,417.61,0.208763258,
44313,417.52,-0.021551208,
44314,417.4,-0.028741138,
44315,420.06,0.63727839,
44316,417.3,-0.657048993,
44319,418.2,0.215672178,5
44320,415.62,-0.616929699,
44321,415.75,0.031278572,
44322,419.07,0.798556825,
44323,422.12,0.727802038,
44326,417.94,-0.990239742,
44327,414.21,-0.892472604,
44328,405.41,-2.124526207,
44329,410.28,1.201253052,
44330,416.58,1.535536707,
44333,415.52,-0.254452926,
44334,411.94,-0.861571044,
44335,410.86,-0.262174103,
44336,415.28,1.075792241,
44337,414.94,-0.081872472,
44340,419.17,1.019424495,
44341,418.24,-0.221867023,
44342,419.07,0.19845065,
44343,419.29,0.052497196,
44344,420.04,0.17887381,
44348,419.67,-0.088086849,6
44349,420.33,0.157266424,
44350,418.77,-0.371136964,
44351,422.6,0.914583184,
44354,422.19,-0.097018457,
44355,422.28,0.021317416,
44356,421.65,-0.149190111,
44357,423.61,0.464840508,
44358,424.31,0.165246335,
44361,425.26,0.223892908,
44362,424.48,-0.183417204,
44363,422.11,-0.558330192,
44364,421.97,-0.03316671,
44365,414.92,-1.670734886,
44368,420.86,1.431601273,
44369,423.11,0.534619588,
44370,422.6,-0.120536031,
44371,425.1,0.591575958,
44372,426.61,0.355210539,
44375,427.47,0.201589274,
44376,427.7,0.053804945,
44377,428.06,0.084171148,
44378,430.43,0.553660702,7
44379,433.72,0.764351927,
44383,432.93,-0.182145163,
44384,434.46,0.353405862,
44385,430.92,-0.814804585,
44386,435.52,1.067483524,
44389,437.08,0.358192506,
44390,435.59,-0.340898691,
44391,436.24,0.149222893,
44392,434.75,-0.341555107,
44393,431.34,-0.784358827,
44396,424.97,-1.476793249,
44397,431.06,1.433042332,
44398,434.55,0.80963207,
44399,435.46,0.209412035,
44400,439.94,1.028797134,
44403,441.02,0.245488021,
44404,439.01,-0.455761643,
44405,438.83,-0.041001344,
44406,440.65,0.414739193,
44407,438.51,-0.485646204,
44410,437.59,-0.209801373,8
44411,441.15,0.813546927,
44412,438.98,-0.49189618,
44413,441.76,0.633286254,
44414,442.49,0.165248099,
44417,442.13,-0.081357771,
44418,442.68,0.124397802,
44419,443.78,0.248486491,
44420,445.11,0.299698049,
44421,445.92,0.181977489,
44424,446.97,0.235468245,
44425,444.04,-0.655524979,
44426,439.18,-1.094495991,
44427,439.86,0.154834009,
44428,443.36,0.795707725,
44431,447.26,0.879646337,
44432,447.97,0.158744355,
44433,448.91,0.20983548,
44434,446.26,-0.590318772,
44435,450.25,0.894097611,
44438,452.23,0.439755691,
44439,451.56,-0.1481547,
44440,451.8,0.053149083,9
44441,453.19,0.307658256,
44442,453.08,-0.02427238,
44446,451.46,-0.35755275,
44447,450.91,-0.121826961,
44448,448.98,-0.428023331,
44449,445.44,-0.788453829,
44452,446.58,0.255926724,
44453,444.17,-0.539656948,
44454,447.88,0.835265777,
44455,447.17,-0.158524605,
44456,441.4,-1.290337008,
44459,434.04,-1.66742184,
44460,433.63,-0.09446134,
44461,437.86,0.975486013,
44462,443.18,1.215000228,
44463,443.91,0.164718624,
44466,442.64,-0.286094028,
44467,433.72,-2.015181637,
44468,434.45,0.168311353,
44469,429.14,-1.22223501,
44470,434.24,1.188423358,10
44473,428.64,-1.289609433,
44474,433.1,1.040500187,
44475,434.9,0.415608405,
44476,438.66,0.864566567,
44477,437.86,-0.182373592,
44480,434.69,-0.7239757,
44481,433.62,-0.24615243,
44482,435.18,0.359762004,
44483,442.5,1.682062595,
44484,445.87,0.761581921,
44487,447.19,0.296050418,
44488,450.64,0.771484157,
44489,452.41,0.39277472,
44490,453.59,0.260825358,
44491,453.12,-0.103617805,
44494,455.55,0.53628178,
44495,455.96,0.090001098,
44496,453.94,-0.443021318,
44497,458.32,0.964885227,
44498,459.25,0.202914994,
44501,460.04,0.172019597,11
44502,461.9,0.404312668,
44503,464.72,0.610521758,
44504,466.91,0.471251506,
44505,468.53,0.346961941,
44508,468.93,0.085373402,
44509,467.38,-0.330539739,
44510,463.62,-0.804484574,
44511,463.77,0.032354083,
44512,467.27,0.754684434,
44515,467.43,0.034241445,
44516,469.28,0.395781186,
44517,468.14,-0.242925332,
44518,469.73,0.339641987,
44519,468.89,-0.178826134,
44522,467.57,-0.281515921,
44523,468.19,0.132600466,
44524,469.44,0.266985625,
44526,458.97,-2.230316973,
44529,464.6,1.226659695,
44530,455.56,-1.945759793,
44531,450.5,-1.110720871,12
44532,457.4,1.531631521,
44533,453.42,-0.870135549,
44536,458.79,1.184332407,
44537,468.28,2.068484492,
44538,469.52,0.264798838,
44539,466.35,-0.675157608,
44540,470.74,0.941353061,
44543,466.57,-0.885839317,
44544,463.36,-0.687999657,
44545,470.6,1.5625,
44546,466.45,-0.881852954,
44547,459.87,-1.410654947,
44550,454.98,-1.063343989,
44551,463.06,1.775902237,
44552,467.69,0.999870427,
44553,470.6,0.622207017,
44557,477.26,1.41521462,
44558,476.87,-0.081716465,
44559,477.48,0.127917462,
44560,476.16,-0.27645137,
44561,474.96,-0.252016129,
