,Date,SPY,UPDOWN,MONTH,CLASS
770,43823,321.23,0.003113131,,2
771,43825,322.94,0.532328861,,2
772,43826,322.86,-0.024772403999999998,,1
773,43829,321.08,-0.551322555,,1
774,43830,321.86,0.242930111,,2
775,43832,324.87,0.935189213,1.0,2
776,43833,322.41,-0.757225967,,1
777,43836,323.64,0.381501814,,2
778,43837,322.73,-0.281176616,,1
779,43838,324.45,0.532953243,,2
780,43839,326.65,0.678070581,,2
781,43840,325.71,-0.287769784,,1
782,43843,327.95,0.6877283470000001,,2
783,43844,327.45,-0.15246226599999999,,1
784,43845,328.19,0.22598870100000001,,2
785,43846,330.92,0.8318352170000001,,2
786,43847,331.95,0.311253475,,2
787,43851,331.3,-0.195812622,,1
788,43852,331.34,0.012073648999999999,,2
789,43853,331.72,0.114685821,,2
790,43854,328.77,-0.8893042320000001,,1
791,43857,323.5,-1.602944308,,1
792,43858,326.89,1.047913447,,2
793,43859,326.62,-0.082596592,,1
794,43860,327.68,0.324536158,,2
795,43861,321.73,-1.8157958980000002,,1
796,43864,324.12,0.742858919,2.0,2
797,43865,329.06,1.5241268669999999,,2
798,43866,332.86,1.154804595,,2
799,43867,333.98,0.336477798,,2
800,43868,332.2,-0.532966046,,1
801,43871,334.68,0.74653823,,2
802,43872,335.26,0.173299869,,2
803,43873,337.42,0.644276084,,2
804,43874,337.06,-0.10669195699999999,,1
805,43875,337.6,0.160208865,,2
806,43879,336.73,-0.257701422,,1
807,43880,338.34,0.47812787700000003,,2
808,43881,336.95,-0.41082934299999996,,1
809,43882,333.48,-1.0298263840000002,,1
810,43885,322.42,-3.316540722,,1
811,43886,312.65,-3.030209044,,1
812,43887,311.5,-0.367823445,,1
813,43888,297.51,-4.49117175,,1
814,43889,296.26,-0.420153944,,1
815,43892,309.09,4.330655505,3.0,2
816,43893,300.24,-2.863243715,,1
817,43894,312.86,4.203304023,,2
818,43895,302.46,-3.3241705560000003,,1
819,43896,297.46,-1.653111155,,1
820,43899,274.23,-7.809453372,,1
821,43900,288.42,5.174488568,,2
822,43901,274.36,-4.87483531,,1
823,43902,248.11,-9.567721242000001,,1
824,43903,269.32,8.548627625,,2
825,43906,239.85,-10.94237338,,1
826,43907,252.8,5.399207838,,2
827,43908,240.0,-5.0632911389999995,,1
828,43909,240.51,0.2125,,2
829,43910,228.8,-4.868820423,,1
830,43913,222.95,-2.5568181819999998,,1
831,43914,243.15,9.060327427999999,,2
832,43915,246.79,1.497018301,,2
833,43916,261.2,5.838972406,,2
834,43917,253.42,-2.97856049,,1
835,43920,261.65,3.2475731989999996,,2
836,43921,257.75,-1.4905407990000001,,1
837,43922,246.15,-4.500484966,4.0,1
838,43923,251.83,2.307536055,,2
839,43924,248.19,-1.445419529,,1
840,43927,264.86,6.71662839,,2
841,43928,265.13,0.10194064800000001,,2
842,43929,274.03,3.3568438119999997,,2
843,43930,278.2,1.5217311969999998,,2
844,43934,275.66,-0.9130122209999999,,1
845,43935,283.79,2.949285352,,2
846,43936,277.76,-2.124810599,,1
847,43937,279.1,0.482430876,,2
848,43938,286.64,2.701540666,,2
849,43941,281.59,-1.761791795,,1
850,43942,273.04,-3.036329415,,1
851,43943,279.1,2.219455025,,2
852,43944,279.08,-0.00716589,,1
853,43945,282.97,1.3938655580000001,,2
854,43948,287.05,1.441848959,,2
855,43949,285.73,-0.45985020000000004,,1
856,43950,293.21,2.6178560180000003,,2
857,43951,290.48,-0.931073292,,1
858,43952,282.79,-2.64734233,5.0,1
859,43955,283.57,0.275823049,,2
860,43956,286.19,0.9239341259999999,,2
861,43957,284.25,-0.677871344,,1
862,43958,287.68,1.206684257,,2
863,43959,292.44,1.65461624,,2
864,43962,292.5,0.020517029,,2
865,43963,286.67,-1.9931623930000002,,1
866,43964,281.6,-1.768584086,,1
867,43965,284.97,1.196732955,,2
868,43966,286.28,0.45969751200000003,,2
869,43969,295.0,3.045968981,,2
870,43970,291.97,-1.027118644,,1
871,43971,296.93,1.6988046719999998,,2
872,43972,294.88,-0.69039841,,1
873,43973,295.44,0.18990775899999998,,2
874,43977,299.08,1.232060655,,2
875,43978,303.53,1.487896215,,2
876,43979,302.97,-0.184495766,,1
877,43980,304.32,0.445588672,,2
878,43983,305.55,0.404179811,6.0,2
879,43984,308.08,0.828015055,,2
880,43985,312.18,1.330823163,,2
881,43986,311.36,-0.26266897300000003,,1
882,43987,319.34,2.56294964,,2
883,43990,323.2,1.208743033,,2
884,43991,320.79,-0.745668317,,1
885,43992,319.0,-0.557997444,,1
886,43993,300.61,-5.7648902820000005,,1
887,43994,304.21,1.197564951,,2
888,43997,307.05,0.9335656290000001,,2
889,43998,312.96,1.9247679530000001,,2
890,43999,311.66,-0.41538854799999997,,1
891,44000,311.78,0.038503497000000005,,2
892,44001,308.64,-1.007120405,,1
893,44004,310.62,0.641524106,,2
894,44005,312.05,0.46036958299999997,,2
895,44006,304.09,-2.5508732569999997,,1
896,44007,307.35,1.072051038,,2
897,44008,300.05,-2.375142346,,1
898,44011,304.46,1.469755041,,2
899,44012,308.36,1.280956447,,2
900,44013,310.52,0.700479958,7.0,2
901,44014,312.23,0.550689167,,2
902,44018,317.05,1.543733786,,2
903,44019,313.78,-1.031383063,,1
904,44020,316.18,0.764867104,,2
905,44021,314.38,-0.5692959710000001,,1
906,44022,317.59,1.021057319,,2
907,44025,314.84,-0.8658962809999999,,1
908,44026,318.92,1.295896328,,2
909,44027,321.85,0.918725699,,2
910,44028,320.79,-0.32934596899999996,,1
911,44029,321.72,0.289909286,,2
912,44032,324.32,0.808156161,,2
913,44033,325.01,0.212752837,,2
914,44034,326.86,0.569213255,,2
915,44035,322.96,-1.1931713879999999,,1
916,44036,320.88,-0.644042606,,1
917,44039,323.22,0.729244577,,2
918,44040,321.17,-0.6342429310000001,,1
919,44041,325.12,1.229878258,,2
920,44042,323.96,-0.356791339,,1
921,44043,326.52,0.790221015,,2
922,44046,328.79,0.6952100940000001,8.0,2
923,44047,330.06,0.386264789,,2
924,44048,332.11,0.621099194,,2
925,44049,334.33,0.668453223,,2
926,44050,334.57,0.071785362,,2
927,44053,335.57,0.29889111399999996,,2
928,44054,332.8,-0.8254611559999999,,1
929,44055,337.44,1.394230769,,2
930,44056,336.83,-0.180772878,,1
931,44057,336.84,0.002968857,,2
932,44060,337.91,0.317658235,,2
933,44061,338.64,0.216033855,,2
934,44062,337.23,-0.41637136799999996,,1
935,44063,338.28,0.311360199,,2
936,44064,339.48,0.35473572200000003,,2
937,44067,342.92,1.0133144809999999,,2
938,44068,344.12,0.349935845,,2
939,44069,347.57,1.002557247,,2
940,44070,348.33,0.21866098899999997,,2
941,44071,350.58,0.645939196,,2
942,44074,349.31,-0.36225683200000003,,1
943,44075,352.6,0.941856803,9.0,2
944,44076,357.7,1.446398185,,2
945,44077,345.39,-3.441431367,,1
946,44078,342.57,-0.81646834,,1
947,44082,333.21,-2.732288291,,1
948,44083,339.79,1.97473065,,2
949,44084,333.89,-1.736366579,,1
950,44085,334.06,0.050914972,,2
951,44088,338.46,1.31712866,,2
952,44089,340.17,0.5052295689999999,,2
953,44090,338.82,-0.396860393,,1
954,44091,335.84,-0.879523051,,1
955,44092,330.65,-1.545378752,,1
956,44095,326.97,-1.112959323,,1
957,44096,330.3,1.018442059,,2
958,44097,322.64,-2.319103845,,1
959,44098,323.5,0.266550955,,2
960,44099,328.73,1.6166924269999998,,2
961,44102,334.19,1.6609375480000002,,2
962,44103,332.37,-0.5446003770000001,,1
963,44104,334.89,0.7581911720000001,,2
964,44105,337.04,0.6420018510000001,10.0,2
965,44106,333.84,-0.9494422029999999,,1
966,44109,339.76,1.7733045769999998,,2
967,44110,334.93,-1.421591712,,1
968,44111,340.76,1.7406622280000001,,2
969,44112,343.78,0.886254255,,2
970,44113,346.85,0.8930129729999999,,2
971,44116,352.43,1.6087645959999999,,2
972,44117,350.13,-0.652611866,,1
973,44118,347.93,-0.628338046,,1
974,44119,347.5,-0.123588078,,1
975,44120,347.29,-0.060431655,,1
976,44123,342.01,-1.520343229,,1
977,44124,343.38,0.400573083,,2
978,44125,342.73,-0.18929465899999998,,1
979,44126,344.61,0.5485367489999999,,2
980,44127,345.78,0.33951423299999994,,2
981,44130,339.39,-1.847995836,,1
982,44131,338.22,-0.34473614399999997,,1
983,44132,326.66,-3.4178936789999996,,1
984,44133,329.98,1.016347272,,2
985,44134,326.54,-1.042487423,,1
986,44137,330.2,1.120842776,11.0,2
987,44138,336.03,1.765596608,,2
988,44139,343.54,2.234919501,,2
989,44140,350.24,1.950282354,,2
990,44141,350.16,-0.02284148,,1
991,44144,354.56,1.2565684259999998,,2
992,44145,354.04,-0.14666065,,1
993,44146,356.67,0.742853915,,2
994,44147,353.21,-0.9700843920000001,,1
995,44148,358.1,1.384445514,,2
996,44151,362.57,1.248254677,,2
997,44152,360.62,-0.537827178,,1
998,44153,356.28,-1.203482891,,1
999,44154,357.78,0.421017178,,2
1000,44155,355.33,-0.684778355,,1
1001,44158,357.46,0.5994427720000001,,2
1002,44159,363.22,1.611369104,,2
1003,44160,362.66,-0.154176532,,1
1004,44162,363.67,0.278497767,,2
1005,44165,362.06,-0.44270904899999997,,1
1006,44166,366.02,1.093741369,12.0,2
1007,44167,366.79,0.21037101800000002,,2
1008,44168,366.69,-0.027263557,,1
1009,44169,369.85,0.861763342,,2
1010,44172,369.09,-0.205488712,,1
1011,44173,370.17,0.292611558,,2
1012,44174,366.85,-0.896885215,,1
1013,44175,366.73,-0.032710917,,1
1014,44176,366.3,-0.117252475,,1
1015,44179,364.66,-0.447720448,,1
1016,44180,369.59,1.3519442769999999,,2
1017,44181,370.17,0.156930653,,2
1018,44182,372.24,0.559202529,,2
1019,44183,369.18,-0.82205029,,1
1020,44186,367.86,-0.35754916299999995,,1
1021,44187,367.24,-0.16854238,,1
1022,44188,367.57,0.089859492,,2
1023,44189,369.0,0.389041543,,2
1024,44193,372.17,0.859078591,,2
1025,44194,371.46,-0.19077303399999998,,1
1026,44195,371.99,0.142680235,,2
1027,44196,373.88,0.508078174,,2
1028,44200,368.79,-1.361399379,1.0,1
1029,44201,371.33,0.688738849,,2
1030,44202,373.55,0.5978509679999999,,2
1031,44203,379.1,1.48574488,,2
1032,44204,381.26,0.569770509,,2
1033,44207,378.69,-0.67408068,,1
1034,44208,378.77,0.021125459,,2
1035,44209,379.79,0.269292711,,2
1036,44210,378.46,-0.350193528,,1
1037,44211,375.7,-0.7292712570000001,,1
1038,44215,378.65,0.785200958,,2
1039,44216,383.89,1.383863726,,2
1040,44217,384.24,0.09117195,,2
1041,44218,382.88,-0.353945451,,1
1042,44221,384.39,0.39437944,,2
1043,44222,383.79,-0.15609147,,1
1044,44223,374.41,-2.44404492,,1
1045,44224,377.63,0.860019764,,2
1046,44225,370.07,-2.00195959,,1
1047,44228,376.23,1.66454995,2.0,2
1048,44229,381.55,1.4140286530000001,,2
1049,44230,381.85,0.078626654,,2
1050,44231,386.19,1.136571952,,2
1051,44232,387.71,0.393588648,,2
1052,44235,390.51,0.722189265,,2
1053,44236,390.25,-0.066579601,,1
1054,44237,390.08,-0.043561819,,1
1055,44238,390.71,0.161505332,,2
1056,44239,392.64,0.49397251200000003,,2
1057,44243,392.3,-0.08659331699999999,,1
1058,44244,392.39,0.022941626,,2
1059,44245,390.72,-0.425596983,,1
1060,44246,390.03,-0.176597052,,1
1061,44249,387.03,-0.769171602,,1
1062,44250,387.5,0.121437615,,2
1063,44251,391.77,1.101935484,,2
1064,44252,382.33,-2.409577048,,1
1065,44253,380.36,-0.515261685,,1
1066,44256,389.58,2.42401935,3.0,2
1067,44257,386.54,-0.780327532,,1
1068,44258,381.42,-1.324571843,,1
1069,44259,376.7,-1.237480992,,1
1070,44260,383.63,1.8396602069999999,,2
1071,44263,381.72,-0.497875557,,1
1072,44264,387.17,1.4277480880000002,,2
1073,44265,389.58,0.622465584,,2
1074,44266,393.53,1.013912419,,2
1075,44267,394.06,0.134678424,,2
1076,44270,396.41,0.596355885,,2
1077,44271,395.91,-0.126132035,,1
1078,44272,397.26,0.340986588,,2
1079,44273,391.48,-1.454966521,,1
1080,44274,389.48,-0.510881782,,1
1081,44277,392.59,0.798500565,,2
1082,44278,389.5,-0.7870806690000001,,1
1083,44279,387.52,-0.508344031,,1
1084,44280,389.7,0.56255161,,2
1085,44281,395.98,1.6114960230000002,,2
1086,44284,395.78,-0.050507601,,1
1087,44285,394.73,-0.26529890300000003,,1
1088,44286,396.33,0.405340359,,2
1089,44287,400.61,1.079908157,4.0,2
1090,44291,406.36,1.43531115,,2
1091,44292,406.12,-0.059060931,,1
1092,44293,406.59,0.115729341,,2
1093,44294,408.52,0.474679653,,2
1094,44295,411.49,0.727014589,,2
1095,44298,411.64,0.036452891,,2
1096,44299,412.86,0.29637547399999997,,2
1097,44300,411.45,-0.341520128,,1
1098,44301,415.87,1.074249605,,2
1099,44302,417.26,0.334239065,,2
1100,44305,415.21,-0.491300388,,1
1101,44306,412.17,-0.73215963,,1
1102,44307,416.07,0.946211515,,2
1103,44308,412.27,-0.9133078570000001,,1
1104,44309,416.74,1.08424091,,2
1105,44312,417.61,0.208763258,,2
1106,44313,417.52,-0.021551208,,1
1107,44314,417.4,-0.028741138,,1
1108,44315,420.06,0.63727839,,2
1109,44316,417.3,-0.657048993,,1
1110,44319,418.2,0.21567217800000002,5.0,2
1111,44320,415.62,-0.6169296989999999,,1
1112,44321,415.75,0.031278572000000004,,2
1113,44322,419.07,0.798556825,,2
1114,44323,422.12,0.727802038,,2
1115,44326,417.94,-0.990239742,,1
1116,44327,414.21,-0.8924726040000001,,1
1117,44328,405.41,-2.1245262069999997,,1
1118,44329,410.28,1.201253052,,2
1119,44330,416.58,1.535536707,,2
1120,44333,415.52,-0.254452926,,1
1121,44334,411.94,-0.8615710440000001,,1
1122,44335,410.86,-0.262174103,,1
1123,44336,415.28,1.075792241,,2
1124,44337,414.94,-0.081872472,,1
1125,44340,419.17,1.019424495,,2
1126,44341,418.24,-0.221867023,,1
1127,44342,419.07,0.19845065,,2
1128,44343,419.29,0.052497195999999996,,2
1129,44344,420.04,0.17887381,,2
1130,44348,419.67,-0.08808684900000001,6.0,1
1131,44349,420.33,0.15726642400000002,,2
1132,44350,418.77,-0.37113696399999996,,1
1133,44351,422.6,0.914583184,,2
1134,44354,422.19,-0.09701845699999999,,1
1135,44355,422.28,0.021317416000000002,,2
1136,44356,421.65,-0.149190111,,1
1137,44357,423.61,0.464840508,,2
1138,44358,424.31,0.165246335,,2
1139,44361,425.26,0.223892908,,2
1140,44362,424.48,-0.18341720399999997,,1
1141,44363,422.11,-0.558330192,,1
1142,44364,421.97,-0.03316671,,1
1143,44365,414.92,-1.670734886,,1
1144,44368,420.86,1.431601273,,2
1145,44369,423.11,0.534619588,,2
1146,44370,422.6,-0.120536031,,1
1147,44371,425.1,0.591575958,,2
1148,44372,426.61,0.355210539,,2
1149,44375,427.47,0.20158927399999998,,2
1150,44376,427.7,0.053804945,,2
1151,44377,428.06,0.084171148,,2
1152,44378,430.43,0.5536607020000001,7.0,2
1153,44379,433.72,0.764351927,,2
1154,44383,432.93,-0.182145163,,1
1155,44384,434.46,0.353405862,,2
1156,44385,430.92,-0.814804585,,1
1157,44386,435.52,1.067483524,,2
1158,44389,437.08,0.358192506,,2
1159,44390,435.59,-0.34089869100000003,,1
1160,44391,436.24,0.149222893,,2
1161,44392,434.75,-0.341555107,,1
1162,44393,431.34,-0.784358827,,1
1163,44396,424.97,-1.476793249,,1
1164,44397,431.06,1.4330423319999999,,2
1165,44398,434.55,0.80963207,,2
1166,44399,435.46,0.209412035,,2
1167,44400,439.94,1.0287971340000002,,2
1168,44403,441.02,0.24548802100000003,,2
1169,44404,439.01,-0.455761643,,1
1170,44405,438.83,-0.041001344,,1
1171,44406,440.65,0.41473919299999995,,2
1172,44407,438.51,-0.48564620399999997,,1
1173,44410,437.59,-0.209801373,8.0,1
1174,44411,441.15,0.813546927,,2
1175,44412,438.98,-0.49189618,,1
1176,44413,441.76,0.6332862539999999,,2
1177,44414,442.49,0.165248099,,2
1178,44417,442.13,-0.081357771,,1
1179,44418,442.68,0.12439780199999999,,2
1180,44419,443.78,0.248486491,,2
1181,44420,445.11,0.29969804899999997,,2
1182,44421,445.92,0.181977489,,2
1183,44424,446.97,0.235468245,,2
1184,44425,444.04,-0.655524979,,1
1185,44426,439.18,-1.0944959909999998,,1
1186,44427,439.86,0.154834009,,2
1187,44428,443.36,0.795707725,,2
1188,44431,447.26,0.8796463370000001,,2
1189,44432,447.97,0.158744355,,2
1190,44433,448.91,0.20983548,,2
1191,44434,446.26,-0.590318772,,1
1192,44435,450.25,0.894097611,,2
1193,44438,452.23,0.439755691,,2
1194,44439,451.56,-0.1481547,,1
1195,44440,451.8,0.053149083,9.0,2
1196,44441,453.19,0.307658256,,2
1197,44442,453.08,-0.02427238,,1
1198,44446,451.46,-0.35755275,,1
1199,44447,450.91,-0.121826961,,1
1200,44448,448.98,-0.428023331,,1
1201,44449,445.44,-0.788453829,,1
1202,44452,446.58,0.255926724,,2
1203,44453,444.17,-0.539656948,,1
1204,44454,447.88,0.835265777,,2
1205,44455,447.17,-0.158524605,,1
1206,44456,441.4,-1.290337008,,1
1207,44459,434.04,-1.66742184,,1
1208,44460,433.63,-0.09446134,,1
1209,44461,437.86,0.9754860129999999,,2
1210,44462,443.18,1.215000228,,2
1211,44463,443.91,0.164718624,,2
1212,44466,442.64,-0.286094028,,1
1213,44467,433.72,-2.015181637,,1
1214,44468,434.45,0.168311353,,2
1215,44469,429.14,-1.22223501,,1
1216,44470,434.24,1.1884233579999999,10.0,2
1217,44473,428.64,-1.2896094329999999,,1
1218,44474,433.1,1.0405001870000001,,2
1219,44475,434.9,0.415608405,,2
1220,44476,438.66,0.864566567,,2
1221,44477,437.86,-0.182373592,,1
1222,44480,434.69,-0.7239757,,1
1223,44481,433.62,-0.24615243,,1
1224,44482,435.18,0.35976200399999997,,2
1225,44483,442.5,1.682062595,,2
1226,44484,445.87,0.761581921,,2
1227,44487,447.19,0.296050418,,2
1228,44488,450.64,0.7714841570000001,,2
1229,44489,452.41,0.39277472,,2
1230,44490,453.59,0.260825358,,2
1231,44491,453.12,-0.103617805,,1
1232,44494,455.55,0.53628178,,2
1233,44495,455.96,0.090001098,,2
1234,44496,453.94,-0.443021318,,1
1235,44497,458.32,0.964885227,,2
1236,44498,459.25,0.202914994,,2
1237,44501,460.04,0.172019597,11.0,2
1238,44502,461.9,0.404312668,,2
1239,44503,464.72,0.610521758,,2
1240,44504,466.91,0.47125150600000004,,2
1241,44505,468.53,0.346961941,,2
1242,44508,468.93,0.08537340199999999,,2
1243,44509,467.38,-0.330539739,,1
1244,44510,463.62,-0.8044845740000001,,1
1245,44511,463.77,0.032354083,,2
1246,44512,467.27,0.7546844340000001,,2
1247,44515,467.43,0.034241445,,2
1248,44516,469.28,0.395781186,,2
1249,44517,468.14,-0.242925332,,1
1250,44518,469.73,0.33964198700000003,,2
1251,44519,468.89,-0.178826134,,1
1252,44522,467.57,-0.281515921,,1
1253,44523,468.19,0.132600466,,2
1254,44524,469.44,0.266985625,,2
1255,44526,458.97,-2.2303169730000003,,1
1256,44529,464.6,1.226659695,,2
1257,44530,455.56,-1.9457597930000001,,1
1258,44531,450.5,-1.1107208709999998,12.0,1
1259,44532,457.4,1.531631521,,2
1260,44533,453.42,-0.870135549,,1
1261,44536,458.79,1.184332407,,2
1262,44537,468.28,2.068484492,,2
1263,44538,469.52,0.264798838,,2
1264,44539,466.35,-0.675157608,,1
1265,44540,470.74,0.9413530609999999,,2
1266,44543,466.57,-0.8858393170000001,,1
1267,44544,463.36,-0.687999657,,1
1268,44545,470.6,1.5625,,2
1269,44546,466.45,-0.8818529540000001,,1
1270,44547,459.87,-1.4106549469999998,,1
1271,44550,454.98,-1.063343989,,1
1272,44551,463.06,1.775902237,,2
1273,44552,467.69,0.9998704270000001,,2
1274,44553,470.6,0.622207017,,2
1275,44557,477.26,1.41521462,,2
1276,44558,476.87,-0.081716465,,1
1277,44559,477.48,0.12791746199999998,,2
1278,44560,476.16,-0.27645137,,1
1279,44561,474.96,-0.252016129,,1
